"molregno","canonical_smiles","similarity","SAMPLE","Molecule_RDKitCanonical","activity_id","assay_id","doc_id","record_id","standard_relation","standard_value","standard_units","standard_flag","standard_type","activity_comment","data_validity_comment","description","assay_type","assay_test_type","assay_category","assay_organism","assay_tax_id","assay_strain","assay_tissue","assay_cell_type","assay_subcellular_fraction","tid","relationship_type","confidence_score","curated_by","src_id","src_assay_id","chembl_id","target_type","pref_name","tax_id","organism","species_group_flag","Iteration","RankSantiagoFloriane","RankSereina","cScore","rSquared","ec50","ec50_l","ec50_u","EMOLECULES_ID","supplier","CATALOG_NUMBER"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",864037,40758,7270,54156,"=",3.0,"hr",0,"Time",,,"Time taken for In vitro anti-filarial activity to immobilize breinlia booliati (Microfilaria)","F",,,"breinlia booliati",,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL651495","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",864038,120519,7270,54156,"=",0.32,"mM kg-1",0,"LD app",,,"Lethal dose that killed mice in 48 hr","A",,,"Mus musculus",10090,,,,,50594,"N",1,"Intermediate",1,,"CHEMBL731977","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891270,98881,8042,31012,"=",71.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 25 mg/kg administered orally","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Expert",1,,"CHEMBL705215","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891271,98875,8042,31012,"=",100.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 100 mg/kg administered subcutaneously","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Expert",1,,"CHEMBL705209","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891272,98882,8042,31012,"=",61.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 25 mg/kg administered subcutaneously","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Intermediate",1,,"CHEMBL705843","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891273,98874,8042,31012,"=",72.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 100 mg/kg administered orally","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Expert",1,,"CHEMBL705208","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",906615,149386,17280,284281,"=",9.6,"nM",1,"IC50",,,"In vitro antimalarial activity against Plasmodium falciparum HB","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL758313","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",906616,149389,17280,284281,"=",15.08,"nM",1,"IC50",,,"In vitro antimalarial activity against chloroquine-resistant Plasmodium falciparum K1","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL758316","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",906617,149579,17280,284281,"=",7.65,"mg.kg-1",1,"ED50",,,"In vitro antimalarial activity against Plasmodium yoelii NS in peter 4-day assay","F",,,"Plasmodium yoelii",5861,,,,,50474,"N",1,"Intermediate",1,,"CHEMBL857654","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114541,149237,16070,177468,"=",7.4,"nM",1,"IC50",,,"Inhibitory activity against chloroquine-resistant Plasmodium falciparum FcB1R","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Expert",1,,"CHEMBL761303","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114542,103050,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 12.5 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714289","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114543,103059,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 6.3 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714298","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114544,103055,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 3.1 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714294","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114545,102871,16070,177468,,,,0,"Cytotoxicity","Toxic",,"Cytotoxicity upon MPMs (mouse peritoneal macrophages) at 12.5 uM concentration; Toxic Compound","A",,,"Mus musculus",10090,,,,,22224,"U",0,"Autocuration",1,,"CHEMBL714953","ADMET","ADMET",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114546,102877,16070,177468,,,,0,"Cytotoxicity","Toxic",,"Cytotoxicity upon MPMs (mouse peritoneal macrophages) at 6.3 uM concentration; Toxic Compound","A",,,"Mus musculus",10090,,,,,22224,"U",0,"Autocuration",1,,"CHEMBL715153","ADMET","ADMET",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114547,102886,16070,177468,,,,0,"NT","No toxicity",,"Cytotoxicity upon MPMs (mouse peritoneal macrophages) at 3.1 uM concentration; NT= No toxicity.","A",,,"Mus musculus",10090,,,,,22224,"U",0,"Autocuration",1,,"CHEMBL713672","ADMET","ADMET",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114548,103053,16070,177468,"=",91.0,"%",0,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 25 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714292","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114549,103057,16070,177468,"=",91.0,"%",0,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 32 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714296","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114550,103061,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 8 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714300","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114551,103047,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 1 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL716616","CELL-LINE","MRC5",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114552,102875,16070,177468,,,,0,"Cytotoxicity","Toxic",,"Cytotoxicity upon MPMs (mouse peritoneal macrophages) at 32 uM concentration; Toxic Compound.","A",,,"Mus musculus",10090,,,,,22224,"U",0,"Autocuration",1,,"CHEMBL715151","ADMET","ADMET",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114553,102882,16070,177468,,,,0,"NT","No toxicity",,"Cytotoxicity upon MPMs (mouse peritoneal macrophages) at 2 uM concentration; NT=No toxicity","A",,,"Mus musculus",10090,,,,,22224,"U",0,"Autocuration",1,,"CHEMBL713668","ADMET","ADMET",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114554,149390,16070,177468,"=",7.3,"nM",1,"IC50",,,"Inhibitory activity against chloroquine-resistant Plasmodium falciparum THAI","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL758317","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114555,149387,16070,177468,"=",14.5,"nM",1,"IC50",,,"Inhibitory activity against chloroquine-resistant Plasmodium falciparum K1","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL758314","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1117542,126667,9357,339792,"=",5.0,,0,"Cures",,,"Number of mice surviving at 60 days postinfection when administered as a single dose of 640 mg/kg (sc) 72-h post infection","F",,,"Mus musculus",10090,,,,,50594,"N",1,"Intermediate",1,,"CHEMBL731639","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1117543,126664,9357,339792,"=",5.0,,0,"Cures",,,"Number of mice surviving at 60 days postinfection when administered as a single dose of 320 mg/kg (sc) 72-h post infection","F",,,"Mus musculus",10090,,,,,50594,"N",1,"Intermediate",1,,"CHEMBL732958","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1117544,126661,9357,339792,"=",5.0,,0,"Cures",,,"Number of mice surviving at 60 days postinfection when administered as a single dose of 160 mg/kg (sc) 72-h post infection","F",,,"Mus musculus",10090,,,,,50594,"N",1,"Intermediate",1,,"CHEMBL878230","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1117545,126669,9357,339792,"=",2.0,,0,"Cures",,,"Number of mice surviving at 60 days postinfection when administered as a single dose of 80 mg/kg (sc) 72-h post infection","F",,,"Mus musculus",10090,,,,,50594,"N",1,"Intermediate",1,,"CHEMBL731641","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1117546,137788,9357,339792,"=",11.9,"days",1,"Delta MST",,,"Change in mean survival time of trophozoite-induced Plasmodium berghei infection after 40 mg/kg subcutaneous dose","F",,,"Plasmodium berghei",5821,,,,,50473,"N",1,"Expert",1,,"CHEMBL746449","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1117547,137786,9357,339792,"=",8.3,"days",1,"Delta MST",,,"Change in mean survival time of trophozoite-induced Plasmodium berghei infection after 20 mg/kg subcutaneous dose","F",,,"Plasmodium berghei",5821,,,,,50473,"N",1,"Expert",1,,"CHEMBL746447","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1194324,132533,8968,342806,"=",5.0,,1,"Cures",,,"Antimalarial activity, administered as a single subcutaneous dose of 640 mg/kg, 72 hrs post infection measured as number of mice (Mus musculus) surviving at 60 days post infection","F",,,"Mus musculus",10090,,,,,50594,"N",1,"Expert",1,,"CHEMBL742805","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1194325,132530,8968,342806,"=",5.0,,1,"Cures",,,"Antimalarial activity as 60-day survivors in infected mice (Mus musculus) after single 320mg/kg subcutaneous dose 72 hr post infection","F",,,"Plasmodium berghei",5821,,,,,50473,"N",1,"Expert",1,,"CHEMBL742802","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1194326,132528,8968,342806,"=",5.0,,1,"Cures",,,"Antimalarial activity as 60-day survivors in Plasmodium berghei infected mice (Mus musculus) after single 160mg/kg subcutaneous dose 72 hr post infection","F",,,"Plasmodium berghei",5821,,,,,50473,"N",1,"Expert",1,,"CHEMBL742800","ORGANISM","Plasmodium berghei",5821,"Plasmodium berghei",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1.0,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1194327,132534,8968,342806,"=",2.0,,1,"Cures",,,"Antimalarial activity, administered as a single subcutaneous dose of 80 mg/kg, 72 hrs post infection measured as number of mice (Mus musculus) surviving at 60 days post infection","F",,,"Mus musculus",10090,,,,,50594,"N",1,"Expert",1,,"CHEMBL840400","ORGANISM","Mus musculus",10090,"Mus musculus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
