"molregno","canonical_smiles","similarity","SAMPLE","Molecule_RDKitCanonical","activity_id","assay_id","doc_id","record_id","standard_relation","standard_value","standard_units","standard_flag","standard_type","activity_comment","data_validity_comment","description","assay_type","assay_test_type","assay_category","assay_organism","assay_tax_id","assay_strain","assay_tissue","assay_cell_type","assay_subcellular_fraction","tid","relationship_type","confidence_score","curated_by","src_id","src_assay_id","chembl_id","target_type","pref_name","tax_id","organism","species_group_flag","Iteration","RankSantiagoFloriane","RankSereina","cScore","rSquared","ec50","ec50_l","ec50_u","EMOLECULES_ID","supplier","CATALOG_NUMBER"
1704787,"Cl.Cl.Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",5316370,736782,56109,1340193,,,,1,"Hepatotoxicity","HH: Evidence of human hepatotoxicity",,"Literature-mined public compounds from Greene et al multi-species hepatotoxicity modelling dataset","A",,,,,,,,,103956,"N",1,"Autocuration",1,,"CHEMBL1697722","PHENOTYPE","Hepatotoxicity",,,0,1,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
1704787,"Cl.Cl.Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",5316814,736783,56110,1340632,,,,1,"Hepatotoxicity","DILI positive (test set)",,"Human drug-induced liver injury (DILI) modelling dataset from Ekins et al","A",,,"Homo sapiens",9606,,,,,103956,"N",1,"Autocuration",1,,"CHEMBL1697730","PHENOTYPE","Hepatotoxicity",,,0,1,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
1704787,"Cl.Cl.Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",7840149,774801,59327,1541678,"=",1.0,,0,"DILI positive/negative","Source: Pfizer dataset; Commonality: consistence",,"Drug Induced Liver Injury Prediction System (DILIps) validation dataset; compound DILI positive/negative as observed in Pfizer data","A",,,,,,,,,103956,"N",1,"Autocuration",1,"17","CHEMBL1909323","PHENOTYPE","Hepatotoxicity",,,0,1,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
1704787,"Cl.Cl.Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",13402088,977365,74583,1911668,">",200000.0,"nM",1,"Solubility",,,"Kinetic solubility of the compound in phosphate buffered saline at pH 7.4 after 2 hrs","P",,,,,,,,,22229,"U",0,"Autocuration",1,"589172","CHEMBL2417143","NO TARGET","No relevant target",,,0,1,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
1704787,"Cl.Cl.Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",13402089,977368,74583,1911668,">",200000.0,"nM",1,"Solubility",,,"Kinetic solubility of the compound in 0.01 M HCL at pH 2 after 2 hrs","P",,,,,,,,,22229,"U",0,"Autocuration",1,"589171","CHEMBL2417146","NO TARGET","No relevant target",,,0,1,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",67497,155123,15023,170427,"=",2.47,"nM",1,"IC50",,,"In vitro inhibitory activity against chloroquine-sensitive Plasmodium falciparum HB3","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL763697","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",67498,155122,15023,170427,"=",13.2,"nM",1,"IC50",,,"In vitro inhibitory activity against chloroquine-resistant Plasmodium falciparum K1","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL763696","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",67499,156877,15023,170427,"=",1.92,"mg.kg-1",1,"ED50",,,"In vivo inhibition of Plasmodium falciparum infected male Swiss albino mice (Mus musculus) by oral dose","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL767360","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",67500,156876,15023,170427,"=",3.3,"mg.kg-1",1,"ED50",,,"In vivo inhibition of Plasmodium falciparum infected male Swiss albino mice (Mus musculus) by intraperitoneal dose","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL767359","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",67501,232469,15023,170427,"=",5.35,,0,"Resistance factor",,,"Resistance factor by IC50(K1)/IC50(HB3)","F",,,,,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL851634","UNCHECKED","Unchecked",,,0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",551960,155965,14272,268767,"=",3.7,"nM",1,"IC50",,,"In vitro inhibition of chloroquine-sensitive Plasmodium falciparum HB3","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL762018","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",551961,155964,14272,268767,"=",27.2,"nM",1,"IC50",,,"In vitro inhibition of chloroquine-resistant Plasmodium falciparum K1","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL762017","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",551962,225634,14272,268767,"=",12613.0,,0,"CAR",,,"Cellular accumulation ratio (CAR) for chloroquine sensitive HB3 strain of Plasmodium falciparum","F",,,,,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL848202","UNCHECKED","Unchecked",,,0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",864034,112978,7270,54156,"=",0.077,"(mg of base) 20g-1",0,"MED",,,"Minimum effective dose which on 5th day reduced the mean infection level to one-fiftieth of the control","F",,,"Mus musculus",10090,,,,,50594,"N",1,"Intermediate",1,,"CHEMBL723790","ORGANISM","Mus musculus",10090,"Mus musculus",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",864035,228052,7270,54156,"=",15.8,,0,"Ratio",,,"Ratio of activity of quinine versus compound against Plasmodium berghei in mice","F",,,,,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL880395","UNCHECKED","Unchecked",,,0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",864036,40759,7270,54156,"=",3.0,"hr",0,"Time",,,"Time taken for In vitro anti-filarial activity to immobilize breinlia booliati (adult worms)","F",,,"breinlia booliati",,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL651496","UNCHECKED","Unchecked",,,0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",864037,40758,7270,54156,"=",3.0,"hr",0,"Time",,,"Time taken for In vitro anti-filarial activity to immobilize breinlia booliati (Microfilaria)","F",,,"breinlia booliati",,,,,,22226,"U",0,"Autocuration",1,,"CHEMBL651495","UNCHECKED","Unchecked",,,0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",864038,120519,7270,54156,"=",0.32,"mM kg-1",0,"LD app",,,"Lethal dose that killed mice in 48 hr","A",,,"Mus musculus",10090,,,,,50594,"N",1,"Intermediate",1,,"CHEMBL731977","ORGANISM","Mus musculus",10090,"Mus musculus",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891270,98881,8042,31012,"=",71.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 25 mg/kg administered orally","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Expert",1,,"CHEMBL705215","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891271,98875,8042,31012,"=",100.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 100 mg/kg administered subcutaneously","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Expert",1,,"CHEMBL705209","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891272,98882,8042,31012,"=",61.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 25 mg/kg administered subcutaneously","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Intermediate",1,,"CHEMBL705843","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",891273,98874,8042,31012,"=",72.0,"%",0,"Reduction of live worms",,,"Antifilarial activity against Litomosoides carinii infections in the Jird at dose 100 mg/kg administered orally","F",,,"Litomosoides carinii",6299,,,,,50541,"N",1,"Expert",1,,"CHEMBL705208","ORGANISM","Litomosoides carinii",6299,"Litomosoides carinii",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",906615,149386,17280,284281,"=",9.6,"nM",1,"IC50",,,"In vitro antimalarial activity against Plasmodium falciparum HB","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL758313","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",906616,149389,17280,284281,"=",15.08,"nM",1,"IC50",,,"In vitro antimalarial activity against chloroquine-resistant Plasmodium falciparum K1","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Intermediate",1,,"CHEMBL758316","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",906617,149579,17280,284281,"=",7.65,"mg.kg-1",1,"ED50",,,"In vitro antimalarial activity against Plasmodium yoelii NS in peter 4-day assay","F",,,"Plasmodium yoelii",5861,,,,,50474,"N",1,"Intermediate",1,,"CHEMBL857654","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114541,149237,16070,177468,"=",7.4,"nM",1,"IC50",,,"Inhibitory activity against chloroquine-resistant Plasmodium falciparum FcB1R","F",,,"Plasmodium falciparum",5833,,,,,50425,"N",1,"Expert",1,,"CHEMBL761303","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114542,103050,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 12.5 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714289","CELL-LINE","MRC5",9606,"Homo sapiens",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114543,103059,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 6.3 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714298","CELL-LINE","MRC5",9606,"Homo sapiens",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114544,103055,16070,177468,"=",0.0,"%",1,"Cytotoxicity",,,"Cytotoxicity upon MRC-5 cells (diploid embryonic lung cell line) at 3.1 uM concentration","A",,,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Intermediate",1,,"CHEMBL714294","CELL-LINE","MRC5",9606,"Homo sapiens",0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
476314,"Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",0.9574468085106383,"SJ000110703-13","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1114545,102871,16070,177468,,,,0,"Cytotoxicity","Toxic",,"Cytotoxicity upon MPMs (mouse peritoneal macrophages) at 12.5 uM concentration; Toxic Compound","A",,,"Mus musculus",10090,,,,,22224,"U",0,"Autocuration",1,,"CHEMBL714953","ADMET","ADMET",,,0,2,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
