"molregno","standard_inchi","canonical_smiles","SAMPLE","activity_id","assay_id","doc_id","record_id","standard_relation","standard_value","standard_units","standard_flag","standard_type","activity_comment","data_validity_comment","description","assay_type","assay_test_type","assay_category","assay_organism","assay_tax_id","assay_strain","assay_tissue","assay_cell_type","assay_subcellular_fraction","tid","relationship_type","confidence_score","curated_by","src_id","src_assay_id","chembl_id","target_type","pref_name","tax_id","organism","species_group_flag","Iteration","RankSantiagoFloriane","RankSereina","cScore","rSquared","ec50","ec50_l","ec50_u","EMOLECULES_ID","supplier","CATALOG_NUMBER"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",5237287,726823,55744,1335104,"=",89.28,"%",1,"Inhibition",,,"Anticancer activity against human SK-MEL-2 cells assessed as growth inhibition at 100 uM by MTT assay","F",,,"Homo sapiens",9606,,,"SK-MEL-2",,80482,"N",1,"Autocuration",1,,"CHEMBL1686423","CELL-LINE","SK-MEL-2",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",5237305,726824,55744,1335104,"=",92.33,"%",1,"Inhibition",,,"Anticancer activity against human SKOV3 cells assessed as growth inhibition at 100 uM by MTT assay","F",,,"Homo sapiens",9606,,,"SK-OV-3",,80493,"N",1,"Autocuration",1,,"CHEMBL1686424","CELL-LINE","SK-OV-3",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",5237333,726826,55744,1335104,"=",21300.0,"nM",1,"IC50",,,"Anticancer activity against human DU145 cells by MTT assay","F",,,"Homo sapiens",9606,,,"DU-145",,80125,"N",1,"Autocuration",1,,"CHEMBL1686426","CELL-LINE","DU-145",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",5237351,726827,55744,1335104,"=",13400.0,"nM",1,"IC50",,,"Anticancer activity against human HT-29 cells by MTT assay","F",,,"Homo sapiens",9606,,,"HT-29",,80166,"N",1,"Autocuration",1,,"CHEMBL1686427","CELL-LINE","HT-29",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",5237379,726831,55744,1335104,"=",52.21,"%",1,"Inhibition",,,"Anticancer activity against human DU145 cells assessed as growth inhibition at 10 uM by MTT assay","F",,,"Homo sapiens",9606,,,"DU-145",,80125,"N",1,"Autocuration",1,,"CHEMBL1686431","CELL-LINE","DU-145",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",5237387,726832,55744,1335104,"=",80.65,"%",1,"Inhibition",,,"Anticancer activity against human HT-29 cells assessed as growth inhibition at 10 uM by MTT assay","F",,,"Homo sapiens",9606,,,"HT-29",,80166,"N",1,"Autocuration",1,,"CHEMBL1686432","CELL-LINE","HT-29",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",5237395,726919,55744,1335104,"=",81.16,"%",1,"Inhibition",,,"Anticancer activity against human SK-MEL-2 cells assessed as growth inhibition at 10 uM by MTT assay","F",,,"Homo sapiens",9606,,,"SK-MEL-2",,80482,"N",1,"Autocuration",1,,"CHEMBL1686708","CELL-LINE","SK-MEL-2",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",6233932,752282,57966,1431952,,,,0,"Activity","Active",,"NOVARTIS: Antimalarial liver stage activity measured as a greater than 50% reduction in Plasmodium yoelii schizont area in HepG2-A16-CD81 cells at 10uM compound concentration, determined by immuno-fluorescence.","F","In vitro",,"Plasmodium yoelii",5861,,,"HepG2-A16-CD81",,50474,"N",1,"Expert",3,"1","CHEMBL1789905","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",6234102,752283,57966,1431952,"=",305.4,"nM",1,"IC50",,,"NOVARTIS: Antimalarial liver stage activity measured as reduction in Plasmodium yoelii schizont area in HepG2-A16-CD81 cells by immuno-fluorescence, and median schizont size at 10uM compound concentration","F","In vitro",,"Plasmodium yoelii",5861,,,"HepG2-A16-CD81",,50474,"N",1,"Expert",3,"2","CHEMBL1789906","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",6234735,752283,57966,1431952,"=",29.96,"um",0,"Schizont size","47.83 pixels",,"NOVARTIS: Antimalarial liver stage activity measured as reduction in Plasmodium yoelii schizont area in HepG2-A16-CD81 cells by immuno-fluorescence, and median schizont size at 10uM compound concentration","F","In vitro",,"Plasmodium yoelii",5861,,,"HepG2-A16-CD81",,50474,"N",1,"Expert",3,"2","CHEMBL1789906","ORGANISM","Plasmodium yoelii",5861,"Plasmodium yoelii",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",10879426,817943,61889,1640633,"=",1007.03,"nM",1,"IC50",,,"MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.","F","In vitro",,"Leishmania infantum",5671,"MHOM/MA/BE/67",,,,50417,"N",1,"Autocuration",17,"8","CHEMBL2028076","ORGANISM","Leishmania infantum",5671,"Leishmania infantum",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",10879826,817944,61889,1640633,"=",12381.69,"nM",1,"IC50",,,"MMV: Cytotoxicity against human fibroblasts (MRC-5) cells.","T","In vitro",,"Homo sapiens",9606,,,"MRC5",,80291,"N",1,"Autocuration",17,"9","CHEMBL2028077","CELL-LINE","MRC5",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",10880723,817938,61889,1640633,"=",589.0,"nM",1,"EC50",,,"MMV: Inhibition of Plasmodium falciparum 3D7 (EC50).","F","In vitro",,"Plasmodium falciparum",5833,"3D7",,,,50425,"N",1,"Autocuration",17,"3","CHEMBL2028071","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",10881048,817940,61889,1640633,"=",3551.85,"nM",1,"IC50",,,"MMV: Inhibition of Trypanosoma cruzi (Tulahuen C4 LacZ) (Chagas in vitro).","F","In vitro",,"Trypanosoma cruzi",5693,"Tulahuen C4 (LacZ)",,,,50466,"N",1,"Autocuration",17,"5","CHEMBL2028073","ORGANISM","Trypanosoma cruzi",5693,"Trypanosoma cruzi",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",10881448,817941,61889,1640633,"=",3836.42,"nM",1,"IC50",,,"MMV: Inhibition of Trypanosoma brucei brucei (Squib 427) (HAT in vitro).","F","In vitro",,"Trypanosoma brucei brucei",5702,"Squib 427",,,,50420,"N",1,"Autocuration",17,"6","CHEMBL2028074","ORGANISM","Trypanosoma brucei brucei",5702,"Trypanosoma brucei brucei",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",10881848,817942,61889,1640633,"=",4028.1,"nM",1,"IC50",,,"MMV: Inhibition of Trypanosoma brucei rhodesiense (STIB 900) (HAT in vitro).","F","In vitro",,"Trypanosoma brucei rhodesiense",31286,"STIB 900",,,,50725,"N",1,"Autocuration",17,"7","CHEMBL2028075","ORGANISM","Trypanosoma brucei rhodesiense",31286,"Trypanosoma brucei rhodesiense",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",11031230,842692,65069,1677889,"=",48700.0,"nM",1,"MIC90",,,"MMV: CRC and MIC90 against Mtb (non replicating)","F","In vitro",,"Mycobacterium tuberculosis",1773,,,,,50309,"N",1,"Autocuration",17,"3","CHEMBL2094263","ORGANISM","Mycobacterium tuberculosis",1773,"Mycobacterium tuberculosis",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",11031285,842693,65069,1677889,"=",7330.0,"nM",1,"MIC90",,,"MMV: CRC and MIC90 against Mtb (replicating)","F","In vitro",,"Mycobacterium tuberculosis",1773,,,,,50309,"N",1,"Autocuration",17,"4","CHEMBL2094264","ORGANISM","Mycobacterium tuberculosis",1773,"Mycobacterium tuberculosis",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",11031342,842694,65069,1677889,"=",2.59,"uM",0,"LD50",,"Non standard unit for type","MMV: Cytotoxicity CRC and LD50 against HepG2","T","In vitro",,"Homo sapiens",9606,,,"HepG2",,81020,"N",1,"Autocuration",17,"5","CHEMBL2094265","CELL-LINE","HepG2",9606,"Homo sapiens",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",11031581,842690,65069,1677889,"=",53.9,"%",1,"Inhibition",,,"MMV: Screen against Mtb, single point, non replicating, at 25uM","F","In vitro",,"Mycobacterium tuberculosis",1773,,,,,50309,"N",1,"Autocuration",17,"1","CHEMBL2094261","ORGANISM","Mycobacterium tuberculosis",1773,"Mycobacterium tuberculosis",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",11031980,842691,65069,1677889,"=",98.0,"%",1,"Inhibition",,,"MMV: Screen against Mtb, single point, replicating, at 25uM","F","In vitro",,"Mycobacterium tuberculosis",1773,,,,,50309,"N",1,"Autocuration",17,"2","CHEMBL2094262","ORGANISM","Mycobacterium tuberculosis",1773,"Mycobacterium tuberculosis",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",13200581,954364,72898,1877950,"=",2.0,,0,"Toxicity","Round, overactive",,"MMV: Toxicity @ 2.5 uM to newly transformed Schistosoma mansoni somules after 24 h on a scale of 0 (none) - 4 (most) as judged visually: includes short descriptors of effects (PMID:19597541). Caffrey group UCSF.","F","In vitro",,"Schistosoma mansoni",6183,,,,,50479,"N",1,"Autocuration",17,"1","CHEMBL2363023","ORGANISM","Schistosoma mansoni",6183,"Schistosoma mansoni",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",13200981,954365,72898,1877950,"=",4.0,,0,"Toxicity","Round, degenerate, slow",,"MMV: Toxicity @ 2.5 uM to newly transformed Schistosoma mansoni somules after 48 h on a scale of 0 (none) - 4 (most) as judged visually: includes short descriptors of effects (PMID:19597541). Caffrey group UCSF.","F","In vitro",,"Schistosoma mansoni",6183,,,,,50479,"N",1,"Autocuration",17,"2","CHEMBL2363024","ORGANISM","Schistosoma mansoni",6183,"Schistosoma mansoni",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",13201381,954366,72898,1877950,"=",4.0,,0,"Toxicity","Dead",,"MMV: Toxicity @ 2.5 uM to newly transformed Schistosoma mansoni somules after 72 h on a scale of 0 (none) - 4 (most) as judged visually: includes short descriptors of effects (PMID:19597541). Caffrey group UCSF.","F","In vitro",,"Schistosoma mansoni",6183,,,,,50479,"N",1,"Autocuration",17,"3","CHEMBL2363025","ORGANISM","Schistosoma mansoni",6183,"Schistosoma mansoni",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
583947,"InChI=1S/C22H20N4O/c1-27-18-13-11-17(12-14-18)24-22-25-20-10-6-5-9-19(20)21(26-22)23-15-16-7-3-2-4-8-16/h2-14H,15H2,1H3,(H2,23,24,25,26)","COc1ccc(Nc2nc(NCc3ccccc3)c4ccccc4n2)cc1","SJ000171111-3",13201595,954367,72898,1877950,"=",0.0,,0,"Toxicity","No effect",,"MMV: Toxicity @ 5 uM to 4-5 Schistosoma mansoni adult males after 24 h on a scale of 0 (none) - 4 (most). Includes short descriptors of effects as judged visually (PMID:19597541). Only those Malaria box 'drug-like' cpds yielding the most severe phenotypes vs. somules were tested. Caffrey group UCSF.","F","In vitro",,"Schistosoma mansoni",6183,,,,,50479,"N",1,"Autocuration",17,"4","CHEMBL2363026","ORGANISM","Schistosoma mansoni",6183,"Schistosoma mansoni",0,3,126,,"A Active",1.0,0.36,0.35,0.37,1731000,"ENAMINE","Z56833758"
